tmdb_id,title,list_id,list_name,my_rating,release_year,watch_dates,added_at
410051,Stranger Than Paradise,watchlist,Watchlist,,1983,,2026-08-13T01:41:36.000Z
11305,Mystery Train,watchlist,Watchlist,,1989,,2026-08-14T01:41:36.000Z
157845,The Rover,watchlist,Watchlist,,2014,,2026-08-19T01:41:36.000Z
549509,The Brutalist,watchlist,Watchlist,,2024,,2026-08-15T01:41:36.000Z
159770,The Dirties,watchlist,Watchlist,,2013,,2026-08-19T11:29:28.000Z
922,Dead Man,watchlist,Watchlist,,1995,,2026-08-19T11:46:41.000Z
1083381,Backrooms,watchlist,Watchlist,,2026,,2026-08-19T21:49:53.000Z
1408208,Exit 8,watchlist,Watchlist,,2025,,2026-08-19T22:56:05.000Z
310131,The Witch,watchlist,Watchlist,,2016,,2026-08-21T01:43:26.000Z
46738,Incendies,watchlist,Watchlist,,2010,,2026-08-21T01:43:32.000Z
829,Chinatown,watchlist,Watchlist,,1974,,2026-08-21T01:44:53.000Z
16138,R-Point,watchlist,Watchlist,,2004,,2026-08-22T01:36:28.000Z
288463,The Guvnors,watchlist,Watchlist,,2014,,2026-08-31T03:01:22.000Z
1375441,Primetime,watchlist,Watchlist,,2026,,2026-08-31T18:55:40.000Z
792307,Poor Things,watchlist,Watchlist,,2023,,2026-09-01T02:32:10.000Z
13939,Death Wish,watchlist,Watchlist,,1974,,2026-09-01T11:29:18.000Z
1554,Down by Law,custom-5ae4b5ed-ee0c-4919-8934-d47de507a5bc,favourites,8.0,1986,2026-08-15,2026-08-19T19:36:21.000Z
8337,They Live,custom-5ae4b5ed-ee0c-4919-8934-d47de507a5bc,favourites,8.3,1988,,2026-07-17T01:36:48.000Z
2322,Sneakers,custom-5ae4b5ed-ee0c-4919-8934-d47de507a5bc,favourites,8.0,1992,,2026-08-19T01:47:40.000Z
141,Donnie Darko,custom-5ae4b5ed-ee0c-4919-8934-d47de507a5bc,favourites,9.1,2001,,2026-08-19T19:36:21.000Z
14337,Primer,custom-5ae4b5ed-ee0c-4919-8934-d47de507a5bc,favourites,7.5,2004,,2026-07-16T01:36:48.000Z
59678,Attack the Block,custom-5ae4b5ed-ee0c-4919-8934-d47de507a5bc,favourites,7.2,2011,,2026-07-22T01:36:48.000Z
264660,Ex Machina,custom-5ae4b5ed-ee0c-4919-8934-d47de507a5bc,favourites,8.5,2015,2018-06-24,2026-08-21T02:37:09.000Z
5925,The Great Escape,custom-5ae4b5ed-ee0c-4919-8934-d47de507a5bc,favourites,10,1963,2012-06-19;2020-12-20,2026-08-18T01:18:05.000Z
13466,October Sky,custom-5ae4b5ed-ee0c-4919-8934-d47de507a5bc,favourites,8.8,1999,,2026-08-19T22:43:25.000Z
641,Requiem for a Dream,custom-5ae4b5ed-ee0c-4919-8934-d47de507a5bc,favourites,8.6,2000,,2026-08-19T22:48:43.000Z
1422,The Departed,custom-5ae4b5ed-ee0c-4919-8934-d47de507a5bc,favourites,9.1,2006,2019-04-13,2026-08-19T22:52:26.000Z
930564,Saltburn,custom-5ae4b5ed-ee0c-4919-8934-d47de507a5bc,favourites,8.8,2023,2024-01-08,2026-08-19T23:22:01.000Z
16614,Adventureland,custom-5ae4b5ed-ee0c-4919-8934-d47de507a5bc,favourites,7.6,2009,,2026-08-20T02:32:40.000Z
10937,Barfly,custom-5ae4b5ed-ee0c-4919-8934-d47de507a5bc,favourites,7.8,1987,,2026-08-20T02:33:40.000Z
45958,Biutiful,custom-5ae4b5ed-ee0c-4919-8934-d47de507a5bc,favourites,9.0,2010,,2026-08-20T02:33:58.000Z
387,Das Boot,custom-5ae4b5ed-ee0c-4919-8934-d47de507a5bc,favourites,9.4,1981,,2026-08-20T02:34:21.000Z
640,Catch Me If You Can,custom-5ae4b5ed-ee0c-4919-8934-d47de507a5bc,favourites,9.0,2002,2021-03-13,2026-08-20T02:34:43.000Z
38,Eternal Sunshine of the Spotless Mind,custom-5ae4b5ed-ee0c-4919-8934-d47de507a5bc,favourites,9.1,2004,2018-08-03,2026-08-20T02:35:31.000Z
401,Garden State,custom-5ae4b5ed-ee0c-4919-8934-d47de507a5bc,favourites,8.2,2004,,2026-08-20T02:36:38.000Z
245891,John Wick,custom-5ae4b5ed-ee0c-4919-8934-d47de507a5bc,favourites,,2014,,2026-08-21T03:02:08.000Z
100,"Lock, Stock and Two Smoking Barrels",custom-5ae4b5ed-ee0c-4919-8934-d47de507a5bc,favourites,9.0,1998,2021-07-15;2023-01-19,2026-08-20T02:41:42.000Z
107,Snatch,custom-5ae4b5ed-ee0c-4919-8934-d47de507a5bc,favourites,8.0,2000,2020-03-21,2026-08-20T02:42:59.000Z
8193,Napoleon Dynamite,custom-5ae4b5ed-ee0c-4919-8934-d47de507a5bc,favourites,9.5,2004,,2026-08-20T02:45:34.000Z
15121,The Sound of Music,custom-5ae4b5ed-ee0c-4919-8934-d47de507a5bc,favourites,9.5,1965,,2026-08-20T02:53:02.000Z
103663,The Hunt,custom-5ae4b5ed-ee0c-4919-8934-d47de507a5bc,favourites,9.0,2012,2015-02-15,2026-08-20T02:54:15.000Z
7345,There Will Be Blood,custom-5ae4b5ed-ee0c-4919-8934-d47de507a5bc,favourites,9.4,2007,,2026-08-20T02:54:31.000Z
752,V for Vendetta,custom-5ae4b5ed-ee0c-4919-8934-d47de507a5bc,favourites,8.8,2006,,2026-08-20T02:55:22.000Z
246741,What We Do in the Shadows,custom-5ae4b5ed-ee0c-4919-8934-d47de507a5bc,favourites,9.0,2014,2019-04-19,2026-08-20T02:56:54.000Z
12163,The Wrestler,custom-5ae4b5ed-ee0c-4919-8934-d47de507a5bc,favourites,9.1,2008,,2026-08-20T02:57:21.000Z
603,The Matrix,custom-5ae4b5ed-ee0c-4919-8934-d47de507a5bc,favourites,10,1999,2024-09-04,2026-08-20T03:00:07.000Z
627,Trainspotting,custom-5ae4b5ed-ee0c-4919-8934-d47de507a5bc,favourites,9.4,1996,,2026-08-20T03:01:40.000Z
1954,The Butterfly Effect,custom-5ae4b5ed-ee0c-4919-8934-d47de507a5bc,favourites,9.0,2004,2012-07-13,2026-08-20T03:02:28.000Z
6977,No Country for Old Men,custom-5ae4b5ed-ee0c-4919-8934-d47de507a5bc,favourites,9.5,2007,2021-08-06,2026-08-20T03:02:43.000Z
273481,Sicario,custom-5ae4b5ed-ee0c-4919-8934-d47de507a5bc,favourites,9.2,2015,2020-06-21,2026-08-20T03:06:14.000Z
15472,The Girl with the Dragon Tattoo,custom-5ae4b5ed-ee0c-4919-8934-d47de507a5bc,favourites,8.7,2009,2018-11-18;2021-02-17,2026-08-20T03:06:54.000Z
84892,The Perks of Being a Wallflower,custom-5ae4b5ed-ee0c-4919-8934-d47de507a5bc,favourites,9.3,2012,2018-10-08,2026-08-20T03:07:53.000Z
7270,Matchstick Men,custom-5ae4b5ed-ee0c-4919-8934-d47de507a5bc,favourites,8.0,2003,,2026-08-20T03:13:49.000Z
23168,The Town,custom-5ae4b5ed-ee0c-4919-8934-d47de507a5bc,favourites,9.4,2010,2022-05-30,2026-08-20T03:15:46.000Z
2501,The Bourne Identity,custom-5ae4b5ed-ee0c-4919-8934-d47de507a5bc,favourites,10,2002,,2026-08-20T03:17:42.000Z
37165,The Truman Show,custom-5ae4b5ed-ee0c-4919-8934-d47de507a5bc,favourites,9.8,1998,2018-08-03,2026-08-21T01:44:16.000Z
782,Gattaca,custom-5ae4b5ed-ee0c-4919-8934-d47de507a5bc,favourites,9.5,1997,2012-10-04,2026-09-01T02:35:50.000Z
429,"The Good, the Bad and the Ugly",custom-5ae4b5ed-ee0c-4919-8934-d47de507a5bc,favourites,9.0,1966,2020-10-07,2026-09-01T19:57:00.000Z
270303,It Follows,custom-5ae4b5ed-ee0c-4919-8934-d47de507a5bc,favourites,8.0,2015,2022-09-09,2026-09-01T19:56:50.000Z
807356,Watcher,custom-5ae4b5ed-ee0c-4919-8934-d47de507a5bc,favourites,8.3,2022,2022-09-09,2026-09-01T19:56:49.000Z
503919,The Lighthouse,custom-5ae4b5ed-ee0c-4919-8934-d47de507a5bc,favourites,9.5,2019,2022-10-22,2026-09-01T19:56:47.000Z
429200,Good Time,custom-24b4531f-38e0-4156-80b1-f904fb334ea0,to rewatch,7.9,2017,2019-07-13,2026-08-01T01:36:48.000Z
59678,Attack the Block,custom-24b4531f-38e0-4156-80b1-f904fb334ea0,to rewatch,7.2,2011,,2026-07-22T01:36:48.000Z
16869,Inglourious Basterds,custom-24b4531f-38e0-4156-80b1-f904fb334ea0,to rewatch,8.3,2009,2020-04-27,2026-08-19T03:37:09.000Z
242582,Nightcrawler,custom-24b4531f-38e0-4156-80b1-f904fb334ea0,to rewatch,7.9,2014,2018-10-29,2026-08-19T19:36:21.000Z
15067,"The Good, the Bad, the Weird",custom-24b4531f-38e0-4156-80b1-f904fb334ea0,to rewatch,6.8,2008,,2026-08-19T22:50:02.000Z
592,The Conversation,custom-24b4531f-38e0-4156-80b1-f904fb334ea0,to rewatch,8.0,1974,,2026-08-17T01:41:36.000Z
100,"Lock, Stock and Two Smoking Barrels",custom-24b4531f-38e0-4156-80b1-f904fb334ea0,to rewatch,9.0,1998,2021-07-15;2023-01-19,2026-08-20T02:41:42.000Z
1443,The Virgin Suicides,custom-24b4531f-38e0-4156-80b1-f904fb334ea0,to rewatch,8.8,2000,,2026-08-20T02:56:24.000Z
7270,Matchstick Men,custom-24b4531f-38e0-4156-80b1-f904fb334ea0,to rewatch,8.0,2003,,2026-08-20T03:13:49.000Z
28070,Surf Nazis Must Die,custom-bff41a02-0092-463a-ad25-b70371422878,the best worst movies,,1987,,
1946,eXistenZ,custom-bff41a02-0092-463a-ad25-b70371422878,the best worst movies,5.9,1999,2023-02-22,2026-07-19T01:36:48.000Z
8852,Prince of Darkness,custom-bff41a02-0092-463a-ad25-b70371422878,the best worst movies,6.2,1987,,2026-07-18T01:36:48.000Z
17473,The Room,custom-bff41a02-0092-463a-ad25-b70371422878,the best worst movies,2.1,2003,,2026-08-19T22:41:52.000Z
8193,Napoleon Dynamite,custom-bff41a02-0092-463a-ad25-b70371422878,the best worst movies,9.5,2004,,2026-08-20T02:45:34.000Z
9426,The Fly,custom-bff41a02-0092-463a-ad25-b70371422878,the best worst movies,5.3,1986,,2026-08-20T02:58:08.000Z
840326,Sisu,custom-bff41a02-0092-463a-ad25-b70371422878,the best worst movies,7.7,2022,2023-08-20,2026-09-01T19:56:37.000Z
5548,RoboCop,custom-bff41a02-0092-463a-ad25-b70371422878,the best worst movies,7.2,1987,2025-03-03,2026-09-01T19:56:31.000Z
1154538,Nirvanna the Band the Show the Movie,custom-6f310eb0-10e2-4b3c-ad40-7a2bcd10eec2,quality comedy,8.0,2026,,2026-08-17T01:18:05.000Z
913814,Brian and Charles,custom-6f310eb0-10e2-4b3c-ad40-7a2bcd10eec2,quality comedy,6.9,2022,2022-09-22,2026-08-08T01:36:48.000Z
7512,Idiocracy,custom-6f310eb0-10e2-4b3c-ad40-7a2bcd10eec2,quality comedy,7.0,2006,,2026-08-04T01:36:48.000Z
15067,"The Good, the Bad, the Weird",custom-6f310eb0-10e2-4b3c-ad40-7a2bcd10eec2,quality comedy,6.8,2008,,2026-08-19T22:50:02.000Z
8193,Napoleon Dynamite,custom-6f310eb0-10e2-4b3c-ad40-7a2bcd10eec2,quality comedy,9.5,2004,,2026-08-20T02:45:34.000Z
246741,What We Do in the Shadows,custom-6f310eb0-10e2-4b3c-ad40-7a2bcd10eec2,quality comedy,9.0,2014,2019-04-19,2026-08-20T02:56:54.000Z
8363,Superbad,custom-6f310eb0-10e2-4b3c-ad40-7a2bcd10eec2,quality comedy,9.0,2007,2018-09-08,2026-08-20T03:00:59.000Z
10074,Hot Rod,custom-6f310eb0-10e2-4b3c-ad40-7a2bcd10eec2,quality comedy,8.0,2007,,2026-08-20T03:19:31.000Z
1255,The Host,custom-180ea2a4-de8e-41fd-af41-de60de3cb5ac,korean,6.9,2006,2018-10-03,2026-08-20T14:18:49.000Z
11423,Memories of Murder,custom-180ea2a4-de8e-41fd-af41-de60de3cb5ac,korean,9.0,2003,2025-02-03,2026-08-19T03:25:58.000Z
496243,Parasite,custom-180ea2a4-de8e-41fd-af41-de60de3cb5ac,korean,9.1,2019,,2026-08-19T19:36:21.000Z
30018,Mother,custom-180ea2a4-de8e-41fd-af41-de60de3cb5ac,korean,7.9,2009,,2026-08-19T11:17:45.000Z
387426,Okja,custom-180ea2a4-de8e-41fd-af41-de60de3cb5ac,korean,,2017,,
21531,Barking Dogs Never Bite,custom-180ea2a4-de8e-41fd-af41-de60de3cb5ac,korean,6.0,2000,,2026-08-20T02:47:30.000Z
15067,"The Good, the Bad, the Weird",custom-180ea2a4-de8e-41fd-af41-de60de3cb5ac,korean,6.8,2008,,2026-08-19T22:50:02.000Z
78,Blade Runner,custom-a74bb2d8-9cf7-46ff-91b8-6cc4fe6d3fc3,the movie is better than the book,7.9,1982,,2026-09-01T14:58:15.000Z
6977,No Country for Old Men,custom-a74bb2d8-9cf7-46ff-91b8-6cc4fe6d3fc3,the movie is better than the book,9.5,2007,2021-08-06,2026-08-20T03:02:43.000Z
10315,Fantastic Mr. Fox,custom-a74bb2d8-9cf7-46ff-91b8-6cc4fe6d3fc3,the movie is better than the book,9.1,2009,2026-02-16,2026-09-01T15:04:17.000Z
694,The Shining,custom-a74bb2d8-9cf7-46ff-91b8-6cc4fe6d3fc3,the movie is better than the book,7.7,1980,,2026-08-20T02:51:53.000Z
